Scrape_Timestamp,Raw_Web_Data
2026-09-22 22:36:45,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/22/2026 3:37:00 PM Directions (1) Full Levels (1) State College Structure Total Spots 1373 9/22/2026 3:37:00 PM Directions (2) 175 Levels (2) Eastside North Total Spots 1880 9/22/2026 3:37:00 PM Directions (3) 266 Levels (3) Eastside South Total Spots 1341 9/22/2026 3:37:00 PM Directions (4) 60 Levels (4) S8 and S10 Total Spots 2104 9/22/2026 3:37:00 PM Directions (5) 479 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-22 22:46:28,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/22/2026 3:46:00 PM Directions (1) Full Levels (1) State College Structure Total Spots 1373 9/22/2026 3:46:00 PM Directions (2) 190 Levels (2) Eastside North Total Spots 1880 9/22/2026 3:46:00 PM Directions (3) 272 Levels (3) Eastside South Total Spots 1341 9/22/2026 3:46:00 PM Directions (4) 66 Levels (4) S8 and S10 Total Spots 2104 9/22/2026 3:46:00 PM Directions (5) 491 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-22 22:54:56,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/22/2026 3:55:00 PM Directions (1) 81 Levels (1) State College Structure Total Spots 1373 9/22/2026 3:55:00 PM Directions (2) 249 Levels (2) Eastside North Total Spots 1880 9/22/2026 3:55:00 PM Directions (3) 348 Levels (3) Eastside South Total Spots 1341 9/22/2026 3:55:00 PM Directions (4) 89 Levels (4) S8 and S10 Total Spots 2104 9/22/2026 3:55:00 PM Directions (5) 521 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-22 23:06:08,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/22/2026 4:06:00 PM Directions (1) 169 Levels (1) State College Structure Total Spots 1373 9/22/2026 4:06:00 PM Directions (2) 324 Levels (2) Eastside North Total Spots 1880 9/22/2026 4:06:00 PM Directions (3) 470 Levels (3) Eastside South Total Spots 1341 9/22/2026 4:06:00 PM Directions (4) 165 Levels (4) S8 and S10 Total Spots 2104 9/22/2026 4:06:00 PM Directions (5) 565 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-22 23:19:07,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/22/2026 4:19:00 PM Directions (1) 300 Levels (1) State College Structure Total Spots 1373 9/22/2026 4:19:00 PM Directions (2) 369 Levels (2) Eastside North Total Spots 1880 9/22/2026 4:19:00 PM Directions (3) 566 Levels (3) Eastside South Total Spots 1341 9/22/2026 4:19:00 PM Directions (4) 241 Levels (4) S8 and S10 Total Spots 2104 9/22/2026 4:19:00 PM Directions (5) 620 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-22 23:30:13,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/22/2026 4:30:00 PM Directions (1) 328 Levels (1) State College Structure Total Spots 1373 9/22/2026 4:30:00 PM Directions (2) 361 Levels (2) Eastside North Total Spots 1880 9/22/2026 4:30:00 PM Directions (3) 584 Levels (3) Eastside South Total Spots 1341 9/22/2026 4:30:00 PM Directions (4) 247 Levels (4) S8 and S10 Total Spots 2104 9/22/2026 4:30:00 PM Directions (5) 642 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-22 23:44:10,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/22/2026 4:44:00 PM Directions (1) 361 Levels (1) State College Structure Total Spots 1373 9/22/2026 4:44:00 PM Directions (2) 389 Levels (2) Eastside North Total Spots 1880 9/22/2026 4:44:00 PM Directions (3) 600 Levels (3) Eastside South Total Spots 1341 9/22/2026 4:44:00 PM Directions (4) 238 Levels (4) S8 and S10 Total Spots 2104 9/22/2026 4:44:00 PM Directions (5) 547 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-22 23:53:30,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/22/2026 4:53:00 PM Directions (1) 387 Levels (1) State College Structure Total Spots 1373 9/22/2026 4:53:00 PM Directions (2) 400 Levels (2) Eastside North Total Spots 1880 9/22/2026 4:53:00 PM Directions (3) 601 Levels (3) Eastside South Total Spots 1341 9/22/2026 4:53:00 PM Directions (4) 237 Levels (4) S8 and S10 Total Spots 2104 9/22/2026 4:53:00 PM Directions (5) 554 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-23 00:18:16,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/22/2026 5:18:00 PM Directions (1) 525 Levels (1) State College Structure Total Spots 1373 9/22/2026 5:18:00 PM Directions (2) 454 Levels (2) Eastside North Total Spots 1880 9/22/2026 5:18:00 PM Directions (3) 621 Levels (3) Eastside South Total Spots 1341 9/22/2026 5:18:00 PM Directions (4) 269 Levels (4) S8 and S10 Total Spots 2104 9/22/2026 5:18:00 PM Directions (5) 584 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-23 00:38:07,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/22/2026 5:38:00 PM Directions (1) 696 Levels (1) State College Structure Total Spots 1373 9/22/2026 5:38:00 PM Directions (2) 520 Levels (2) Eastside North Total Spots 1880 9/22/2026 5:38:00 PM Directions (3) 790 Levels (3) Eastside South Total Spots 1341 9/22/2026 5:38:00 PM Directions (4) 400 Levels (4) S8 and S10 Total Spots 2104 9/22/2026 5:38:00 PM Directions (5) 570 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-23 00:54:32,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/22/2026 5:54:00 PM Directions (1) 773 Levels (1) State College Structure Total Spots 1373 9/22/2026 5:54:00 PM Directions (2) 547 Levels (2) Eastside North Total Spots 1880 9/22/2026 5:54:00 PM Directions (3) 819 Levels (3) Eastside South Total Spots 1341 9/22/2026 5:54:00 PM Directions (4) 415 Levels (4) S8 and S10 Total Spots 2104 9/22/2026 5:54:00 PM Directions (5) 602 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-23 15:07:07,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/23/2026 8:07:00 AM Directions (1) 826 Levels (1) State College Structure Total Spots 1373 9/23/2026 8:07:00 AM Directions (2) 851 Levels (2) Eastside North Total Spots 1880 9/23/2026 8:07:00 AM Directions (3) 1396 Levels (3) Eastside South Total Spots 1341 9/23/2026 8:07:00 AM Directions (4) 757 Levels (4) S8 and S10 Total Spots 2104 9/23/2026 8:07:00 AM Directions (5) 685 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-23 15:22:41,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/23/2026 8:23:00 AM Directions (1) 784 Levels (1) State College Structure Total Spots 1373 9/23/2026 8:23:00 AM Directions (2) 728 Levels (2) Eastside North Total Spots 1880 9/23/2026 8:23:00 AM Directions (3) 1124 Levels (3) Eastside South Total Spots 1341 9/23/2026 8:23:00 AM Directions (4) 571 Levels (4) S8 and S10 Total Spots 2104 9/23/2026 8:23:00 AM Directions (5) 662 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-23 15:39:39,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/23/2026 8:40:00 AM Directions (1) Full Levels (1) State College Structure Total Spots 1373 9/23/2026 8:40:00 AM Directions (2) 627 Levels (2) Eastside North Total Spots 1880 9/23/2026 8:40:00 AM Directions (3) 906 Levels (3) Eastside South Total Spots 1341 9/23/2026 8:40:00 AM Directions (4) 397 Levels (4) S8 and S10 Total Spots 2104 9/23/2026 8:40:00 AM Directions (5) 685 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-23 15:51:45,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/23/2026 8:52:00 AM Directions (1) 91 Levels (1) State College Structure Total Spots 1373 9/23/2026 8:52:00 AM Directions (2) 517 Levels (2) Eastside North Total Spots 1880 9/23/2026 8:52:00 AM Directions (3) 763 Levels (3) Eastside South Total Spots 1341 9/23/2026 8:52:00 AM Directions (4) 337 Levels (4) S8 and S10 Total Spots 2104 9/23/2026 8:52:00 AM Directions (5) 674 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-23 16:07:24,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/23/2026 9:07:00 AM Directions (1) 64 Levels (1) State College Structure Total Spots 1373 9/23/2026 9:07:00 AM Directions (2) 415 Levels (2) Eastside North Total Spots 1880 9/23/2026 9:07:00 AM Directions (3) 624 Levels (3) Eastside South Total Spots 1341 9/23/2026 9:07:00 AM Directions (4) 261 Levels (4) S8 and S10 Total Spots 2104 9/23/2026 9:07:00 AM Directions (5) 665 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-23 16:24:17,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/23/2026 9:24:00 AM Directions (1) Full Levels (1) State College Structure Total Spots 1373 9/23/2026 9:24:00 AM Directions (2) 307 Levels (2) Eastside North Total Spots 1880 9/23/2026 9:24:00 AM Directions (3) 470 Levels (3) Eastside South Total Spots 1341 9/23/2026 9:24:00 AM Directions (4) 187 Levels (4) S8 and S10 Total Spots 2104 9/23/2026 9:24:00 AM Directions (5) 617 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-23 16:39:52,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/23/2026 9:40:00 AM Directions (1) Full Levels (1) State College Structure Total Spots 1373 9/23/2026 9:40:00 AM Directions (2) 151 Levels (2) Eastside North Total Spots 1880 9/23/2026 9:40:00 AM Directions (3) 290 Levels (3) Eastside South Total Spots 1341 9/23/2026 9:40:00 AM Directions (4) 116 Levels (4) S8 and S10 Total Spots 2104 9/23/2026 9:40:00 AM Directions (5) 647 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-23 16:52:02,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/23/2026 9:52:00 AM Directions (1) Full Levels (1) State College Structure Total Spots 1373 9/23/2026 9:52:00 AM Directions (2) 68 Levels (2) Eastside North Total Spots 1880 9/23/2026 9:52:00 AM Directions (3) 160 Levels (3) Eastside South Total Spots 1341 9/23/2026 9:52:00 AM Directions (4) 82 Levels (4) S8 and S10 Total Spots 2104 9/23/2026 9:52:00 AM Directions (5) 609 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-23 17:06:39,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/23/2026 10:07:00 AM Directions (1) Full Levels (1) State College Structure Total Spots 1373 9/23/2026 10:07:00 AM Directions (2) Full Levels (2) Eastside North Total Spots 1880 9/23/2026 10:07:00 AM Directions (3) 115 Levels (3) Eastside South Total Spots 1341 9/23/2026 10:07:00 AM Directions (4) 105 Levels (4) S8 and S10 Total Spots 2104 9/23/2026 10:07:00 AM Directions (5) 576 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-23 17:22:03,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/23/2026 10:22:00 AM Directions (1) Full Levels (1) State College Structure Total Spots 1373 9/23/2026 10:22:00 AM Directions (2) Full Levels (2) Eastside North Total Spots 1880 9/23/2026 10:22:00 AM Directions (3) 93 Levels (3) Eastside South Total Spots 1341 9/23/2026 10:22:00 AM Directions (4) 69 Levels (4) S8 and S10 Total Spots 2104 9/23/2026 10:22:00 AM Directions (5) 540 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-23 17:37:24,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/23/2026 10:37:00 AM Directions (1) Full Levels (1) State College Structure Total Spots 1373 9/23/2026 10:37:00 AM Directions (2) Full Levels (2) Eastside North Total Spots 1880 9/23/2026 10:37:00 AM Directions (3) 61 Levels (3) Eastside South Total Spots 1341 9/23/2026 10:37:00 AM Directions (4) 27 Levels (4) S8 and S10 Total Spots 2104 9/23/2026 10:37:00 AM Directions (5) 568 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-23 17:47:16,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/23/2026 10:47:00 AM Directions (1) 29 Levels (1) State College Structure Total Spots 1373 9/23/2026 10:47:00 AM Directions (2) Full Levels (2) Eastside North Total Spots 1880 9/23/2026 10:47:00 AM Directions (3) 50 Levels (3) Eastside South Total Spots 1341 9/23/2026 10:47:00 AM Directions (4) Full Levels (4) S8 and S10 Total Spots 2104 9/23/2026 10:47:00 AM Directions (5) 530 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-23 17:55:31,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/23/2026 10:55:00 AM Directions (1) 68 Levels (1) State College Structure Total Spots 1373 9/23/2026 10:55:00 AM Directions (2) Full Levels (2) Eastside North Total Spots 1880 9/23/2026 10:55:00 AM Directions (3) 49 Levels (3) Eastside South Total Spots 1341 9/23/2026 10:55:00 AM Directions (4) Full Levels (4) S8 and S10 Total Spots 2104 9/23/2026 10:55:00 AM Directions (5) 495 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-23 18:09:59,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/23/2026 11:10:00 AM Directions (1) 132 Levels (1) State College Structure Total Spots 1373 9/23/2026 11:10:00 AM Directions (2) Full Levels (2) Eastside North Total Spots 1880 9/23/2026 11:10:00 AM Directions (3) 28 Levels (3) Eastside South Total Spots 1341 9/23/2026 11:10:00 AM Directions (4) Full Levels (4) S8 and S10 Total Spots 2104 9/23/2026 11:10:00 AM Directions (5) 455 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-23 18:28:02,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/23/2026 11:28:00 AM Directions (1) 232 Levels (1) State College Structure Total Spots 1373 9/23/2026 11:28:00 AM Directions (2) 21 Levels (2) Eastside North Total Spots 1880 9/23/2026 11:28:00 AM Directions (3) 33 Levels (3) Eastside South Total Spots 1341 9/23/2026 11:28:00 AM Directions (4) 15 Levels (4) S8 and S10 Total Spots 2104 9/23/2026 11:28:00 AM Directions (5) 413 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-23 18:43:16,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/23/2026 11:43:00 AM Directions (1) Full Levels (1) State College Structure Total Spots 1373 9/23/2026 11:43:00 AM Directions (2) 25 Levels (2) Eastside North Total Spots 1880 9/23/2026 11:43:00 AM Directions (3) 42 Levels (3) Eastside South Total Spots 1341 9/23/2026 11:43:00 AM Directions (4) 29 Levels (4) S8 and S10 Total Spots 2104 9/23/2026 11:43:00 AM Directions (5) 488 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-23 18:55:58,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/23/2026 11:56:00 AM Directions (1) 23 Levels (1) State College Structure Total Spots 1373 9/23/2026 11:56:00 AM Directions (2) 21 Levels (2) Eastside North Total Spots 1880 9/23/2026 11:56:00 AM Directions (3) 42 Levels (3) Eastside South Total Spots 1341 9/23/2026 11:56:00 AM Directions (4) 21 Levels (4) S8 and S10 Total Spots 2104 9/23/2026 11:56:00 AM Directions (5) 487 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-23 19:07:48,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/23/2026 12:08:00 PM Directions (1) 72 Levels (1) State College Structure Total Spots 1373 9/23/2026 12:08:00 PM Directions (2) Full Levels (2) Eastside North Total Spots 1880 9/23/2026 12:08:00 PM Directions (3) 45 Levels (3) Eastside South Total Spots 1341 9/23/2026 12:08:00 PM Directions (4) Full Levels (4) S8 and S10 Total Spots 2104 9/23/2026 12:08:00 PM Directions (5) 496 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-23 19:21:26,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/23/2026 12:21:00 PM Directions (1) Full Levels (1) State College Structure Total Spots 1373 9/23/2026 12:21:00 PM Directions (2) Full Levels (2) Eastside North Total Spots 1880 9/23/2026 12:21:00 PM Directions (3) 36 Levels (3) Eastside South Total Spots 1341 9/23/2026 12:21:00 PM Directions (4) Full Levels (4) S8 and S10 Total Spots 2104 9/23/2026 12:21:00 PM Directions (5) 490 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-23 19:37:38,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/23/2026 12:38:00 PM Directions (1) 52 Levels (1) State College Structure Total Spots 1373 9/23/2026 12:38:00 PM Directions (2) Full Levels (2) Eastside North Total Spots 1880 9/23/2026 12:38:00 PM Directions (3) 33 Levels (3) Eastside South Total Spots 1341 9/23/2026 12:38:00 PM Directions (4) Full Levels (4) S8 and S10 Total Spots 2104 9/23/2026 12:38:00 PM Directions (5) 480 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-23 19:47:45,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/23/2026 12:48:00 PM Directions (1) 103 Levels (1) State College Structure Total Spots 1373 9/23/2026 12:48:00 PM Directions (2) Full Levels (2) Eastside North Total Spots 1880 9/23/2026 12:48:00 PM Directions (3) 33 Levels (3) Eastside South Total Spots 1341 9/23/2026 12:48:00 PM Directions (4) Full Levels (4) S8 and S10 Total Spots 2104 9/23/2026 12:48:00 PM Directions (5) 472 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-23 19:56:50,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/23/2026 12:57:00 PM Directions (1) 165 Levels (1) State College Structure Total Spots 1373 9/23/2026 12:57:00 PM Directions (2) Full Levels (2) Eastside North Total Spots 1880 9/23/2026 12:57:00 PM Directions (3) 55 Levels (3) Eastside South Total Spots 1341 9/23/2026 12:57:00 PM Directions (4) 21 Levels (4) S8 and S10 Total Spots 2104 9/23/2026 12:57:00 PM Directions (5) 469 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-23 20:11:03,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/23/2026 1:11:00 PM Directions (1) 256 Levels (1) State College Structure Total Spots 1373 9/23/2026 1:11:00 PM Directions (2) Full Levels (2) Eastside North Total Spots 1880 9/23/2026 1:11:00 PM Directions (3) 129 Levels (3) Eastside South Total Spots 1341 9/23/2026 1:11:00 PM Directions (4) 86 Levels (4) S8 and S10 Total Spots 2104 9/23/2026 1:11:00 PM Directions (5) 510 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-23 20:29:24,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/23/2026 1:29:00 PM Directions (1) 294 Levels (1) State College Structure Total Spots 1373 9/23/2026 1:29:00 PM Directions (2) Full Levels (2) Eastside North Total Spots 1880 9/23/2026 1:29:00 PM Directions (3) 122 Levels (3) Eastside South Total Spots 1341 9/23/2026 1:29:00 PM Directions (4) 84 Levels (4) S8 and S10 Total Spots 2104 9/23/2026 1:29:00 PM Directions (5) 537 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-23 20:41:39,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/23/2026 1:42:00 PM Directions (1) Full Levels (1) State College Structure Total Spots 1373 9/23/2026 1:42:00 PM Directions (2) Full Levels (2) Eastside North Total Spots 1880 9/23/2026 1:42:00 PM Directions (3) 89 Levels (3) Eastside South Total Spots 1341 9/23/2026 1:42:00 PM Directions (4) 63 Levels (4) S8 and S10 Total Spots 2104 9/23/2026 1:42:00 PM Directions (5) 481 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-23 20:53:58,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/23/2026 1:54:00 PM Directions (1) Full Levels (1) State College Structure Total Spots 1373 9/23/2026 1:54:00 PM Directions (2) Full Levels (2) Eastside North Total Spots 1880 9/23/2026 1:54:00 PM Directions (3) 84 Levels (3) Eastside South Total Spots 1341 9/23/2026 1:54:00 PM Directions (4) 52 Levels (4) S8 and S10 Total Spots 2104 9/23/2026 1:54:00 PM Directions (5) 488 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-23 21:07:06,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/23/2026 2:07:00 PM Directions (1) Full Levels (1) State College Structure Total Spots 1373 9/23/2026 2:07:00 PM Directions (2) Full Levels (2) Eastside North Total Spots 1880 9/23/2026 2:07:00 PM Directions (3) 51 Levels (3) Eastside South Total Spots 1341 9/23/2026 2:07:00 PM Directions (4) 33 Levels (4) S8 and S10 Total Spots 2104 9/23/2026 2:07:00 PM Directions (5) 478 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
2026-09-23 21:22:07,Availabile Parking Spaces Your browser does not support JavaScript! Available Parking Spaces Nutwood Structure Total Spots 2484 9/23/2026 2:22:00 PM Directions (1) Full Levels (1) State College Structure Total Spots 1373 9/23/2026 2:22:00 PM Directions (2) 21 Levels (2) Eastside North Total Spots 1880 9/23/2026 2:22:00 PM Directions (3) 122 Levels (3) Eastside South Total Spots 1341 9/23/2026 2:22:00 PM Directions (4) 35 Levels (4) S8 and S10 Total Spots 2104 9/23/2026 2:22:00 PM Directions (5) 495 Fullerton Free Church Total Spots 800 08/24/2026 - 12/10/2026 Directions (6) Open S8 and S10 are located at the corner of St. College and Yorba Linda.
